tokenid,collection_mint_number,asset_token_id,asset_index,token_index
z6mq6-eakor-uwiaa-aaaaa-cuarg-yaqca-acyb6-a,222,f2d3m-fqkor-uwiaa-aaaaa-c4chg-yaqca-aaadp-a,222,180348
ylzqr-2qkor-uwiaa-aaaaa-cuarg-yaqca-acytx-q,1361,f335z-yqkor-uwiaa-aaaaa-c4chg-yaqca-aaavi-q,1361,181487
35bxk-sqkor-uwiaa-aaaaa-cuarg-yaqca-acydt-a,328,f3ylc-jqkor-uwiaa-aaaaa-c4chg-yaqca-aaafe-a,328,180454
32mai-takor-uwiaa-aaaaa-cuarg-yaqca-acyct-q,265,f4v4a-iakor-uwiaa-aaaaa-c4chg-yaqca-aaaee-q,265,180391
ymuht-3akor-uwiaa-aaaaa-cuarg-yaqca-acysx-a,1296,f4wk3-zakor-uwiaa-aaaaa-c4chg-yaqca-aaaui-a,1296,181422
zzcrh-uqkor-uwiaa-aaaaa-cuarg-yaqca-acyqs-a,1158,f5n2v-vakor-uwiaa-aaaaa-c4chg-yaqca-aaasd-a,1158,181284
zzbh4-fqkor-uwiaa-aaaaa-cuarg-yaqca-acya6-q,159,f5omo-eakor-uwiaa-aaaaa-c4chg-yaqca-aaacp-q,159,180285
xb3vy-iykor-uwiaa-aaaaa-cuarg-yaqca-acyze-a,1706,f622j-nikor-uwiaa-aaaaa-c4chg-yaqca-aaa2v-a,1706,181832
xbydd-zykor-uwiaa-aaaaa-cuarg-yaqca-acyji-q,691,f6zms-4ikor-uwiaa-aaaaa-c4chg-yaqca-aaakz-q,691,180817
uzy4h-dykor-uwiaa-aaaaa-cuarg-yaqca-acylb-q,805,f7c44-qikor-uwiaa-aaaaa-c4chg-yaqca-aaams-q,805,180931
zeunp-sykor-uwiaa-aaaaa-cuarg-yaqca-acyqq-a,1154,fa3g5-tikor-uwiaa-aaaaa-c4chg-yaqca-aaasb-a,1154,181280
zex3u-dykor-uwiaa-aaaaa-cuarg-yaqca-acya4-q,155,fayqg-cikor-uwiaa-aaaaa-c4chg-yaqca-aaacn-q,155,180281
24usl-iykor-uwiaa-aaaaa-cuarg-yaqca-acysz-a,1300,fbawt-7ikor-uwiaa-aaaaa-c4chg-yaqca-aaauk-a,1300,181426
24xeq-zykor-uwiaa-aaaaa-cuarg-yaqca-acycv-q,269,fbdai-oikor-uwiaa-aaaaa-c4chg-yaqca-aaaeg-q,269,180395
77bp5-gakor-uwiaa-aaaaa-cuarg-yaqca-acyk7-q,801,fcuau-wakor-uwiaa-aaaaa-c4chg-yaqca-aaamq-q,801,180927
x4njq-oqkor-uwiaa-aaaaa-cuarg-yaqca-acyzg-a,1710,fdmgb-lakor-uwiaa-aaaaa-c4chg-yaqca-aaa2x-a,1710,181836
x4o7l-7qkor-uwiaa-aaaaa-cuarg-yaqca-acyjk-q,695,fdpq2-2akor-uwiaa-aaaaa-c4chg-yaqca-aaak3-q,695,180821
kn7ap-wakor-uwiaa-aaaaa-cuarg-yaqca-acykk-a,758,fechy-3qkor-uwiaa-aaaaa-c4chg-yaqca-aaal3-a,758,180884
7ymy7-hqkor-uwiaa-aaaaa-cuarg-yaqca-acyl7-a,864,ffzxw-xqkor-uwiaa-aaaaa-c4chg-yaqca-aaanq-a,864,180990
23zfj-jikor-uwiaa-aaaaa-cuarg-yaqca-acytz-q,1365,fgnbr-6ykor-uwiaa-aaaaa-c4chg-yaqca-aaavk-q,1365,181491
232ts-yikor-uwiaa-aaaaa-cuarg-yaqca-acydv-a,332,fgoxk-pykor-uwiaa-aaaaa-c4chg-yaqca-aaafg-a,332,180458
zd2mw-cikor-uwiaa-aaaaa-cuarg-yaqca-acyb4-a,218,fhvhe-dykor-uwiaa-aaaaa-c4chg-yaqca-aaadn-a,218,180344
zdz2n-tikor-uwiaa-aaaaa-cuarg-yaqca-acyrq-q,1219,fhwr7-sykor-uwiaa-aaaaa-c4chg-yaqca-aaatb-q,1219,181345
zm2s4-nikor-uwiaa-aaaaa-cuarg-yaqca-acyfw-a,462,fivzo-mykor-uwiaa-aaaaa-c4chg-yaqca-aaahh-a,462,180588
zmzeh-4ikor-uwiaa-aaaaa-cuarg-yaqca-acyv2-q,1495,fiwpv-5ykor-uwiaa-aaaaa-c4chg-yaqca-aaaxl-q,1495,181621
vnv25-aikor-uwiaa-aaaaa-cuarg-yaqca-acypp-q,1089,fjn73-rykor-uwiaa-aaaaa-c4chg-yaqca-aaara-q,1089,181215
njjqa-fykor-uwiaa-aaaaa-cuarg-yaqca-acx73-a,88,fjoja-aykor-uwiaa-aaaaa-c4chg-yaqca-aaabm-a,88,180214
k6rey-cikor-uwiaa-aaaaa-cuarg-yaqca-acyyf-q,1645,fk27h-jqkor-uwiaa-aaaaa-c4chg-yaqca-aaazw-q,1645,181771
k6ssd-tikor-uwiaa-aaaaa-cuarg-yaqca-acyij-a,628,fkzj4-yqkor-uwiaa-aaaaa-c4chg-yaqca-aaaj2-a,628,180754
kc76f-zakor-uwiaa-aaaaa-cuarg-yaqca-acyoa-a,994,flczs-uqkor-uwiaa-aaaaa-c4chg-yaqca-aaapr-a,994,181120
xtobb-qqkor-uwiaa-aaaaa-cuarg-yaqca-acyna-q,931,fmpoq-vakor-uwiaa-aaaaa-c4chg-yaqca-aaaor-q,931,181057
sdvya-kakor-uwiaa-aaaaa-cuarg-yaqca-acyhj-q,565,fnu66-zakor-uwiaa-aaaaa-c4chg-yaqca-aaai2-q,565,180691
sdwo3-3akor-uwiaa-aaaaa-cuarg-yaqca-acyxf-a,1580,fnxif-iakor-uwiaa-aaaaa-c4chg-yaqca-aaayw-a,1580,181706
vkyn7-bykor-uwiaa-aaaaa-cuarg-yaqca-acyop-a,1024,foaiz-qikor-uwiaa-aaaaa-c4chg-yaqca-aaaqa-a,1024,181150
noehc-eikor-uwiaa-aaaaa-cuarg-yaqca-acx63-q,25,fod6c-bikor-uwiaa-aaaaa-c4chg-yaqca-aaaam-q,25,180151
zlutf-5ykor-uwiaa-aaaaa-cuarg-yaqca-acyu2-a,1430,fp3yx-4ikor-uwiaa-aaaaa-c4chg-yaqca-aaawl-a,1430,181556
zlxf6-mykor-uwiaa-aaaaa-cuarg-yaqca-acyew-q,399,fpyom-nikor-uwiaa-aaaaa-c4chg-yaqca-aaagh-q,399,180525
tfnkd-rykor-uwiaa-aaaaa-cuarg-yaqca-acyxd-a,1576,fqbun-oikor-uwiaa-aaaaa-c4chg-yaqca-aaayu-a,1576,181702
qtvny-zykor-uwiaa-aaaaa-cuarg-yaqca-acyhh-q,561,fqccw-7ikor-uwiaa-aaaaa-c4chg-yaqca-aaaiy-q,561,180687
xoy5j-wykor-uwiaa-aaaaa-cuarg-yaqca-acync-q,935,frzsy-tikor-uwiaa-aaaaa-c4chg-yaqca-aaaot-q,935,181061
zwcpn-3qkor-uwiaa-aaaaa-cuarg-yaqca-acyuy-a,1426,fsne7-2akor-uwiaa-aaaaa-c4chg-yaqca-aaawj-a,1426,181552
zwbzw-kqkor-uwiaa-aaaaa-cuarg-yaqca-acyeu-q,395,fsose-lakor-uwiaa-aaaaa-c4chg-yaqca-aaagf-q,395,180521
mi7d2-oqkor-uwiaa-aaaaa-cuarg-yaqca-acx65-q,29,ftvck-hakor-uwiaa-aaaaa-c4chg-yaqca-aaaao-q,29,180155
qxp2g-aakor-uwiaa-aaaaa-cuarg-yaqca-acyor-a,1028,ftwur-wakor-uwiaa-aaaaa-c4chg-yaqca-aaaqc-a,1028,181154
qqcne-bqkor-uwiaa-aaaaa-cuarg-yaqca-acypr-q,1093,fu3dt-xqkor-uwiaa-aaaaa-c4chg-yaqca-aaarc-q,1093,181219
mpsuy-pakor-uwiaa-aaaaa-cuarg-yaqca-acx75-a,92,fuyvi-gqkor-uwiaa-aaaaa-c4chg-yaqca-aaabo-a,92,180218
zrpyp-2akor-uwiaa-aaaaa-cuarg-yaqca-acyvy-q,1491,fvat5-3qkor-uwiaa-aaaaa-c4chg-yaqca-aaaxj-q,1491,181617
zrmou-lakor-uwiaa-aaaaa-cuarg-yaqca-acyfu-a,458,fvdfg-kqkor-uwiaa-aaaaa-c4chg-yaqca-aaahf-a,458,180584
k7jcn-7ikor-uwiaa-aaaaa-cuarg-yaqca-acyoc-a,998,fwuf2-sykor-uwiaa-aaaaa-c4chg-yaqca-aaapt-a,998,181124
lykaa-iqkor-uwiaa-aaaaa-cuarg-yaqca-acyyd-q,1641,fxmdp-pykor-uwiaa-aaaaa-c4chg-yaqca-aaazu-q,1641,181767
iosh3-aqkor-uwiaa-aaaaa-cuarg-yaqca-acyih-a,624,fxpvu-6ykor-uwiaa-aaaaa-c4chg-yaqca-aaajy-a,624,180750
kmeqb-2akor-uwiaa-aaaaa-cuarg-yaqca-acymb-a,868,fypl6-rykor-uwiaa-aaaaa-c4chg-yaqca-aaans-a,868,180994
kqj4h-qikor-uwiaa-aaaaa-cuarg-yaqca-acyki-a,754,fzu3q-5ykor-uwiaa-aaaaa-c4chg-yaqca-aaalz-a,754,180880
ufvqb-jqkor-uwiaa-aaaaa-cuarg-yaqca-acyni-q,947,g2u7q-makor-uwiaa-aaaaa-c4chg-yaqca-aaaoz-q,947,181073
rvn73-cakor-uwiaa-aaaaa-cuarg-yaqca-acyxn-a,1596,g3mzf-rakor-uwiaa-aaaaa-c4chg-yaqca-aaay6-a,1596,181722
rvoja-takor-uwiaa-aaaaa-cuarg-yaqca-acyhb-q,549,g3pp6-aakor-uwiaa-aaaaa-c4chg-yaqca-aaais-q,549,180675
jikvy-3ikor-uwiaa-aaaaa-cuarg-yaqca-acyyn-q,1661,g4boh-qqkor-uwiaa-aaaaa-c4chg-yaqca-aaaz6-q,1661,181787
jijdd-kikor-uwiaa-aaaaa-cuarg-yaqca-acyib-a,612,g4cy4-bqkor-uwiaa-aaaaa-c4chg-yaqca-aaajs-a,612,180738
juepf-aakor-uwiaa-aaaaa-cuarg-yaqca-acyoi-a,1010,g5zis-nqkor-uwiaa-aaaaa-c4chg-yaqca-aaapz-a,1010,181136
22cvh-fikor-uwiaa-aaaaa-cuarg-yaqca-acyvs-q,1479,g6n6v-eykor-uwiaa-aaaaa-c4chg-yaqca-aaaxd-q,1479,181605
22bd4-uikor-uwiaa-aaaaa-cuarg-yaqca-acyf6-a,478,g6oio-vykor-uwiaa-aaaaa-c4chg-yaqca-aaahp-a,478,180604
o7sba-4ykor-uwiaa-aaaaa-cuarg-yaqca-acx7t-a,72,g7vya-zykor-uwiaa-aaaaa-c4chg-yaqca-aaabe-a,72,180198
rwzj4-likor-uwiaa-aaaaa-cuarg-yaqca-acypx-q,1105,g7wo3-iykor-uwiaa-aaaaa-c4chg-yaqca-aaari-q,1105,181231
jjstn-gikor-uwiaa-aaaaa-cuarg-yaqca-acyok-a,1014,gapu2-lykor-uwiaa-aaaaa-c4chg-yaqca-aaap3-a,1014,181140
2u2ny-xikor-uwiaa-aaaaa-cuarg-yaqca-acyh7-a,608,gbueu-hykor-uwiaa-aaaaa-c4chg-yaqca-aaajq-a,608,180734
iorra-rqkor-uwiaa-aaaaa-cuarg-yaqca-acyyl-q,1657,gbxsp-wykor-uwiaa-aaaaa-c4chg-yaqca-aaaz4-q,1657,181783
tgz4e-yqkor-uwiaa-aaaaa-cuarg-yaqca-acypz-q,1109,gcast-oqkor-uwiaa-aaaaa-c4chg-yaqca-aaark-q,1109,181235
pzjfy-wakor-uwiaa-aaaaa-cuarg-yaqca-acx7v-a,76,gcdei-7qkor-uwiaa-aaaaa-c4chg-yaqca-aaabg-a,76,180202
2hujp-dakor-uwiaa-aaaaa-cuarg-yaqca-acyvq-q,1475,gd3c5-cqkor-uwiaa-aaaaa-c4chg-yaqca-aaaxb-q,1475,181601
2hx7u-sakor-uwiaa-aaaaa-cuarg-yaqca-acyf4-a,474,gdyug-tqkor-uwiaa-aaaaa-c4chg-yaqca-aaahn-a,474,180600
2a2iw-tqkor-uwiaa-aaaaa-cuarg-yaqca-acye4-q,411,gevde-sakor-uwiaa-aaaaa-c4chg-yaqca-aaagn-q,411,180537
2az6n-cqkor-uwiaa-aaaaa-cuarg-yaqca-acyuq-a,1410,gewv7-dakor-uwiaa-aaaaa-c4chg-yaqca-aaawb-a,1410,181536
tbulg-zakor-uwiaa-aaaaa-cuarg-yaqca-acyoz-a,1044,gfnfr-pakor-uwiaa-aaaaa-c4chg-yaqca-aaaqk-a,1044,181170
p6es2-xqkor-uwiaa-aaaaa-cuarg-yaqca-acx6v-q,13,gfotk-6akor-uwiaa-aaaaa-c4chg-yaqca-aaaag-q,13,180139
qtw3d-iykor-uwiaa-aaaaa-cuarg-yaqca-acyxl-a,1592,gg2fn-xikor-uwiaa-aaaaa-c4chg-yaqca-aaay4-a,1592,181718
2tx22-wykor-uwiaa-aaaaa-cuarg-yaqca-acyg7-q,545,ggztw-gikor-uwiaa-aaaaa-c4chg-yaqca-aaaiq-q,545,180671
uydmj-pykor-uwiaa-aaaaa-cuarg-yaqca-acynk-q,951,ghcdy-kikor-uwiaa-aaaaa-c4chg-yaqca-aaao3-q,951,181077
uxaey-rykor-uwiaa-aaaaa-cuarg-yaqca-acyzm-a,1722,giblj-uikor-uwiaa-aaaaa-c4chg-yaqca-aaa25-a,1722,181848
uxdsd-aykor-uwiaa-aaaaa-cuarg-yaqca-acyja-q,675,gic5s-fikor-uwiaa-aaaaa-c4chg-yaqca-aaakr-q,675,180801
xpdnh-2ykor-uwiaa-aaaaa-cuarg-yaqca-acylj-q,821,gjzn4-jikor-uwiaa-aaaaa-c4chg-yaqca-aaam2-q,821,180947
4xyus-qakor-uwiaa-aaaaa-cuarg-yaqca-acysp-a,1280,gkn33-aakor-uwiaa-aaaaa-c4chg-yaqca-aaaua-a,1280,181406
ymxri-kakor-uwiaa-aaaaa-cuarg-yaqca-acyc3-q,281,gkona-rakor-uwiaa-aaaaa-c4chg-yaqca-aaaem-q,281,180407
2p2w4-4qkor-uwiaa-aaaaa-cuarg-yaqca-acyaw-q,143,glv5o-5akor-uwiaa-aaaaa-c4chg-yaqca-aaach-q,143,180269
2pzah-nqkor-uwiaa-aaaaa-cuarg-yaqca-acyq2-a,1174,glwlv-makor-uwiaa-aaaaa-c4chg-yaqca-aaasl-a,1174,181300
2iuxf-makor-uwiaa-aaaaa-cuarg-yaqca-acyr2-q,1239,gm34x-nqkor-uwiaa-aaaaa-c4chg-yaqca-aaatl-q,1239,181365
2ixb6-5akor-uwiaa-aaaaa-cuarg-yaqca-acybw-a,206,gmykm-4qkor-uwiaa-aaaaa-c4chg-yaqca-aaadh-a,206,180332
4qvdq-rqkor-uwiaa-aaaaa-cuarg-yaqca-acytp-q,1345,gnamz-bqkor-uwiaa-aaaaa-c4chg-yaqca-aaava-q,1345,181471
yl2gk-lqkor-uwiaa-aaaaa-cuarg-yaqca-acyd3-a,344,gnd2c-qqkor-uwiaa-aaaaa-c4chg-yaqca-aaafm-a,344,180470
j27bb-dakor-uwiaa-aaaaa-cuarg-yaqca-acymj-a,884,gou26-iykor-uwiaa-aaaaa-c4chg-yaqca-aaan2-a,884,181010
jgsnh-jikor-uwiaa-aaaaa-cuarg-yaqca-acyka-a,738,gppkq-eykor-uwiaa-aaaaa-c4chg-yaqca-aaalr-a,738,180864
znbcs-bikor-uwiaa-aaaaa-cuarg-yaqca-acyd5-a,348,gqvgk-wykor-uwiaa-aaaaa-c4chg-yaqca-aaafo-a,348,180474
zncuj-qikor-uwiaa-aaaaa-cuarg-yaqca-acytr-q,1349,gqwqr-hykor-uwiaa-aaaaa-c4chg-yaqca-aaavc-q,1349,181475
2vcln-kikor-uwiaa-aaaaa-cuarg-yaqca-acyry-q,1235,grna7-lykor-uwiaa-aaaaa-c4chg-yaqca-aaatj-q,1235,181361
2vb5w-3ikor-uwiaa-aaaaa-cuarg-yaqca-acybu-a,202,growe-2ykor-uwiaa-aaaaa-c4chg-yaqca-aaadf-a,202,180328
j3erp-pakor-uwiaa-aaaaa-cuarg-yaqca-acykc-a,742,gszwy-cqkor-uwiaa-aaaaa-c4chg-yaqca-aaalt-a,742,180868
lk7uz-qykor-uwiaa-aaaaa-cuarg-yaqca-acymh-a,880,gtcgw-oqkor-uwiaa-aaaaa-c4chg-yaqca-aaany-a,880,181006
v7dy7-jakor-uwiaa-aaaaa-cuarg-yaqca-acylh-q,817,gupru-pakor-uwiaa-aaaaa-c4chg-yaqca-aaamy-q,817,180943
ukvol-gqkor-uwiaa-aaaaa-cuarg-yaqca-acyjc-q,679,gvub2-dakor-uwiaa-aaaaa-c4chg-yaqca-aaakt-q,679,180805
ukwyq-xqkor-uwiaa-aaaaa-cuarg-yaqca-acyzo-a,1726,gvxxb-sakor-uwiaa-aaaaa-c4chg-yaqca-aaa27-a,1726,181852
2sp4p-lykor-uwiaa-aaaaa-cuarg-yaqca-acyqy-a,1170,gwax5-kikor-uwiaa-aaaaa-c4chg-yaqca-aaasj-a,1170,181296
2smku-2ykor-uwiaa-aaaaa-cuarg-yaqca-acyau-q,139,gwdbg-3ikor-uwiaa-aaaaa-c4chg-yaqca-aaacf-q,139,180265
zkpdl-rykor-uwiaa-aaaaa-cuarg-yaqca-acysr-a,1284,gx3ht-gikor-uwiaa-aaaaa-c4chg-yaqca-aaauc-a,1284,181410
zkmvq-aykor-uwiaa-aaaaa-cuarg-yaqca-acyc5-q,285,gxyri-xikor-uwiaa-aaaaa-c4chg-yaqca-aaaeo-q,285,180411
rru66-kykor-uwiaa-aaaaa-cuarg-yaqca-acyox-a,1040,gy3zz-jikor-uwiaa-aaaaa-c4chg-yaqca-aaaqi-a,1040,181166
oy7wc-5ikor-uwiaa-aaaaa-cuarg-yaqca-acx6t-q,9,gyypc-yikor-uwiaa-aaaaa-c4chg-yaqca-aaaae-q,9,180135
25pcf-eykor-uwiaa-aaaaa-cuarg-yaqca-acyus-a,1414,gzajx-fikor-uwiaa-aaaaa-c4chg-yaqca-aaawd-a,1414,181540
25mu6-vykor-uwiaa-aaaaa-cuarg-yaqca-acye6-q,415,gzd7m-uikor-uwiaa-aaaaa-c4chg-yaqca-aaagp-q,415,180541
kdhyq-eakor-uwiaa-aaaaa-cuarg-yaqca-acyyh-q,1649,h22k7-2ikor-uwiaa-aaaaa-c4chg-yaqca-aaazy-q,1649,181775
jv77l-makor-uwiaa-aaaaa-cuarg-yaqca-acyid-a,616,h2z4e-likor-uwiaa-aaaaa-c4chg-yaqca-aaaju-a,616,180742
is7l5-kykor-uwiaa-aaaaa-cuarg-yaqca-acyoo-a,1022,h3cmk-hikor-uwiaa-aaaaa-c4chg-yaqca-aaap7-a,1022,181148
vdouz-dikor-uwiaa-aaaaa-cuarg-yaqca-acyno-q,959,h4p3i-gykor-uwiaa-aaaaa-c4chg-yaqca-aaao7-q,959,181085
riyvi-vikor-uwiaa-aaaaa-cuarg-yaqca-acyhd-q,553,h5ulg-kykor-uwiaa-aaaaa-c4chg-yaqca-aaaiu-q,553,180679
s6ast-5ikor-uwiaa-aaaaa-cuarg-yaqca-acyxh-a,1584,h5x55-3ykor-uwiaa-aaaaa-c4chg-yaqca-aaayy-a,1584,181710
s2ztw-vqkor-uwiaa-aaaaa-cuarg-yaqca-acyo5-a,1052,h6a5b-dqkor-uwiaa-aaaaa-c4chg-yaqca-aaaqo-a,1052,181178
ofjkk-3akor-uwiaa-aaaaa-cuarg-yaqca-acx6r-q,5,h6dl2-sqkor-uwiaa-aaaaa-c4chg-yaqca-aaaac-q,5,180131
33ug5-oakor-uwiaa-aaaaa-cuarg-yaqca-acyuu-a,1418,h73np-pqkor-uwiaa-aaaaa-c4chg-yaqca-aaawf-a,1418,181544
33xqg-7akor-uwiaa-aaaaa-cuarg-yaqca-acyey-q,403,h7y3u-6qkor-uwiaa-aaaaa-c4chg-yaqca-aaagj-q,403,180529
qoahl-oqkor-uwiaa-aaaaa-cuarg-yaqca-acyxj-a,1588,habbv-5qkor-uwiaa-aaaaa-c4chg-yaqca-aaay2-a,1588,181714
qodrq-7qkor-uwiaa-aaaaa-cuarg-yaqca-acyhf-q,557,hacxo-mqkor-uwiaa-aaaaa-c4chg-yaqca-aaaiw-q,557,180683
v6yir-fakor-uwiaa-aaaaa-cuarg-yaqca-acynm-q,955,hbzha-aqkor-uwiaa-aaaaa-c4chg-yaqca-aaao5-q,955,181081
3gc2v-iikor-uwiaa-aaaaa-cuarg-yaqca-acyuw-a,1422,hcnrh-jykor-uwiaa-aaaaa-c4chg-yaqca-aaawh-a,1422,181548
3gbmo-zikor-uwiaa-aaaaa-cuarg-yaqca-acye2-q,407,hcoh4-yykor-uwiaa-aaaaa-c4chg-yaqca-aaagl-q,407,180533
ly65t-2ykor-uwiaa-aaaaa-cuarg-yaqca-acx6p-q,1,hdvxs-uykor-uwiaa-aaaaa-c4chg-yaqca-aaaaa-q,1,180127
t4cxo-7ikor-uwiaa-aaaaa-cuarg-yaqca-acyo3-a,1048,hdwbj-fykor-uwiaa-aaaaa-c4chg-yaqca-aaaqm-a,1048,181174
t3pam-6ykor-uwiaa-aaaaa-cuarg-yaqca-acyp3-q,1113,he3wl-eikor-uwiaa-aaaaa-c4chg-yaqca-aaarm-q,1113,181239
l7tkr-3ikor-uwiaa-aaaaa-cuarg-yaqca-acx7p-a,64,heyaq-vikor-uwiaa-aaaaa-c4chg-yaqca-aaaba-a,64,180190
3bpnx-jykor-uwiaa-aaaaa-cuarg-yaqca-acyvw-q,1487,hfagf-iikor-uwiaa-aaaaa-c4chg-yaqca-aaaxh-q,1487,181613
3bm3m-yykor-uwiaa-aaaaa-cuarg-yaqca-acyf2-a,470,hfdq6-zikor-uwiaa-aaaaa-c4chg-yaqca-aaahl-a,470,180596
ipjxv-mqkor-uwiaa-aaaaa-cuarg-yaqca-acyom-a,1018,hguqc-bakor-uwiaa-aaaaa-c4chg-yaqca-aaap5-a,1018,181144
ithni-xykor-uwiaa-aaaaa-cuarg-yaqca-acyyj-q,1653,hhmwx-4akor-uwiaa-aaaaa-c4chg-yaqca-aaaz2-q,1653,181779
ite3t-gykor-uwiaa-aaaaa-cuarg-yaqca-acyif-a,620,hhpam-nakor-uwiaa-aaaaa-c4chg-yaqca-aaajw-a,620,180746
jhj5j-fikor-uwiaa-aaaaa-cuarg-yaqca-acyml-a,888,hip6g-cakor-uwiaa-aaaaa-c4chg-yaqca-aaan4-a,888,181014
iajj7-dqkor-uwiaa-aaaaa-cuarg-yaqca-acykg-a,750,hjuoi-oakor-uwiaa-aaaaa-c4chg-yaqca-aaalx-a,750,180876
3opt5-gykor-uwiaa-aaaaa-cuarg-yaqca-acyr4-q,1243,hkayp-hikor-uwiaa-aaaaa-c4chg-yaqca-aaatn-q,1243,181369
3omfg-xykor-uwiaa-aaaaa-cuarg-yaqca-acybq-a,194,hkdou-wikor-uwiaa-aaaaa-c4chg-yaqca-aaadb-a,194,180320
ywpmz-4ykor-uwiaa-aaaaa-cuarg-yaqca-acytv-q,1357,hl3ib-likor-uwiaa-aaaaa-c4chg-yaqca-aaavg-q,1357,181483
ywm2c-nykor-uwiaa-aaaaa-cuarg-yaqca-acydz-a,340,hly62-2ikor-uwiaa-aaaaa-c4chg-yaqca-aaafk-a,340,180466
yrbna-mikor-uwiaa-aaaaa-cuarg-yaqca-acycz-q,277,hmvjy-3ykor-uwiaa-aaaaa-c4chg-yaqca-aaaek-q,277,180403
yrc33-5ikor-uwiaa-aaaaa-cuarg-yaqca-acysv-a,1292,hmw7d-kykor-uwiaa-aaaaa-c4chg-yaqca-aaaug-a,1292,181418
3jce7-hikor-uwiaa-aaaaa-cuarg-yaqca-acyq4-a,1178,hnnpn-gykor-uwiaa-aaaaa-c4chg-yaqca-aaasn-a,1178,181304
3jbse-wikor-uwiaa-aaaaa-cuarg-yaqca-acyaq-q,131,hnozw-xykor-uwiaa-aaaaa-c4chg-yaqca-aaacb-q,131,180257
vr3aa-3akor-uwiaa-aaaaa-cuarg-yaqca-acyzk-a,1718,ho2pr-6qkor-uwiaa-aaaaa-c4chg-yaqca-aaa23-a,1718,181844
vryw3-kakor-uwiaa-aaaaa-cuarg-yaqca-acyjg-q,687,hozzk-pqkor-uwiaa-aaaaa-c4chg-yaqca-aaakx-q,687,180813
xsvrp-4qkor-uwiaa-aaaaa-cuarg-yaqca-acyll-q,825,hpcje-dqkor-uwiaa-aaaaa-c4chg-yaqca-aaam4-q,825,180951
3uuyx-bakor-uwiaa-aaaaa-cuarg-yaqca-acyq6-a,1182,hq3tf-aqkor-uwiaa-aaaaa-c4chg-yaqca-aaasp-a,1182,181308
3uxom-qakor-uwiaa-aaaaa-cuarg-yaqca-acyas-q,135,hqyf6-rqkor-uwiaa-aaaaa-c4chg-yaqca-aaacd-q,135,180261
zxz7d-xqkor-uwiaa-aaaaa-cuarg-yaqca-acyst-a,1288,hradl-mqkor-uwiaa-aaaaa-c4chg-yaqca-aaaue-a,1288,181414
2bbyy-7qkor-uwiaa-aaaaa-cuarg-yaqca-acycx-q,273,hrdvq-5qkor-uwiaa-aaaaa-c4chg-yaqca-aaaei-q,273,180399
wuovx-wikor-uwiaa-aaaaa-cuarg-yaqca-acyln-q,829,hsuvm-fykor-uwiaa-aaaaa-c4chg-yaqca-aaam6-q,829,180955
vmn4i-5ikor-uwiaa-aaaaa-cuarg-yaqca-acyzi-a,1714,htmtz-yykor-uwiaa-aaaaa-c4chg-yaqca-aaa2z-a,1714,181840
vmokt-mikor-uwiaa-aaaaa-cuarg-yaqca-acyje-q,683,htpfc-jykor-uwiaa-aaaaa-c4chg-yaqca-aaakv-q,683,180809
i57vx-fykor-uwiaa-aaaaa-cuarg-yaqca-acyke-a,746,hucsa-iikor-uwiaa-aaaaa-c4chg-yaqca-aaalv-a,746,180872
ibszr-pqkor-uwiaa-aaaaa-cuarg-yaqca-acymn-a,892,hvzco-eikor-uwiaa-aaaaa-c4chg-yaqca-aaan6-a,892,181018
zquib-wakor-uwiaa-aaaaa-cuarg-yaqca-acytt-q,1353,hwnuj-nakor-uwiaa-aaaaa-c4chg-yaqca-aaave-q,1353,181479
2gmp2-6akor-uwiaa-aaaaa-cuarg-yaqca-acydx-a,336,hwocs-4akor-uwiaa-aaaaa-c4chg-yaqca-aaafi-a,336,180462
3t2zo-rqkor-uwiaa-aaaaa-cuarg-yaqca-acybs-a,198,hxvs4-qakor-uwiaa-aaaaa-c4chg-yaqca-aaadd-a,198,180324
3tzpv-aqkor-uwiaa-aaaaa-cuarg-yaqca-acyr6-q,1247,hxweh-bakor-uwiaa-aaaaa-c4chg-yaqca-aaatp-q,1247,181373
342he-6qkor-uwiaa-aaaaa-cuarg-yaqca-acyfy-a,466,hyvmw-7akor-uwiaa-aaaaa-c4chg-yaqca-aaahj-a,466,180592
34zr7-pqkor-uwiaa-aaaaa-cuarg-yaqca-acyvu-q,1483,hyw2n-oakor-uwiaa-aaaaa-c4chg-yaqca-aaaxf-q,1483,181609
s5ueu-uakor-uwiaa-aaaaa-cuarg-yaqca-acyp5-q,1117,hznkd-cakor-uwiaa-aaaaa-c4chg-yaqca-aaaro-q,1117,181243
oce5i-2qkor-uwiaa-aaaaa-cuarg-yaqca-acx7r-a,68,hzo4y-takor-uwiaa-aaaaa-c4chg-yaqca-aaabc-a,68,180194
upuj3-tikor-uwiaa-aaaaa-cuarg-yaqca-acyg7-a,544,i22ax-dykor-uwiaa-aaaaa-c4chg-yaqca-aaaiq-a,544,180670
6pvic-nikor-uwiaa-aaaaa-cuarg-yaqca-acyxl-q,1593,i2zwm-sykor-uwiaa-aaaaa-c4chg-yaqca-aaay4-q,1593,181719
2ea7i-kikor-uwiaa-aaaaa-cuarg-yaqca-acynk-a,950,i3bqz-pykor-uwiaa-aaaaa-c4chg-yaqca-aaao3-a,950,181076
