tokenid,collection_mint_number,asset_token_id,asset_index,token_index
irl52-dqkor-uwiaa-aaaaa-cuarg-yaqca-acywu-q,1547,rzsdp-sykor-uwiaa-aaaaa-c4chg-yaqca-aaayf-q,1547,181673
n2tje-dykor-uwiaa-aaaaa-cuarg-yaqca-acyly-q,851,s2rru-sakor-uwiaa-aaaaa-c4chg-yaqca-aaanj-q,851,180977
octwa-zykor-uwiaa-aaaaa-cuarg-yaqca-acyjr-q,709,s3kb2-6akor-uwiaa-aaaaa-c4chg-yaqca-aaalc-q,709,180835
of5xz-jikor-uwiaa-aaaaa-cuarg-yaqca-acyy5-q,1693,s4ead-oqkor-uwiaa-aaaaa-c4chg-yaqca-aaa2o-q,1693,181819
of6bc-yikor-uwiaa-aaaaa-cuarg-yaqca-acyir-a,644,s4hwy-7qkor-uwiaa-aaaaa-c4chg-yaqca-aaakc-a,644,180770
n566g-cikor-uwiaa-aaaaa-cuarg-yaqca-acyky-a,786,s54gw-tqkor-uwiaa-aaaaa-c4chg-yaqca-aaamj-a,786,180912
dfemc-pakor-uwiaa-aaaaa-cuarg-yaqca-acytc-q,1319,s6iqr-2ykor-uwiaa-aaaaa-c4chg-yaqca-aaaut-q,1319,181445
dfh2z-6akor-uwiaa-aaaaa-cuarg-yaqca-acydo-a,318,s6lgk-lykor-uwiaa-aaaaa-c4chg-yaqca-aaae7-a,318,180444
bgk5n-iqkor-uwiaa-aaaaa-cuarg-yaqca-acybd-a,168,s7qwe-hykor-uwiaa-aaaaa-c4chg-yaqca-aaacu-a,168,180294
cqs2w-aqkor-uwiaa-aaaaa-cuarg-yaqca-acyrh-q,1201,s7ta7-wykor-uwiaa-aaaaa-c4chg-yaqca-aaasy-q,1201,181327
naico-eakor-uwiaa-aaaaa-cuarg-yaqca-acyk2-a,790,sak26-vykor-uwiaa-aaaaa-c4chg-yaqca-aaaml-a,790,180916
lyjw3-zqkor-uwiaa-aaaaa-cuarg-yaqca-acyip-a,640,sbrkq-zykor-uwiaa-aaaaa-c4chg-yaqca-aaaka-a,640,180766
pdgtb-dqkor-uwiaa-aaaaa-cuarg-yaqca-acyy3-q,1689,sbs4l-iykor-uwiaa-aaaaa-c4chg-yaqca-aaa2m-q,1689,181815
aaspo-tikor-uwiaa-aaaaa-cuarg-yaqca-acyrj-q,1205,scf4x-qqkor-uwiaa-aaaaa-c4chg-yaqca-aaas2-q,1205,181331
aarzv-cikor-uwiaa-aaaaa-cuarg-yaqca-acybf-a,172,scgkm-bqkor-uwiaa-aaaaa-c4chg-yaqca-aaacw-a,172,180298
dyrgr-yikor-uwiaa-aaaaa-cuarg-yaqca-acydm-a,314,sd52c-nqkor-uwiaa-aaaaa-c4chg-yaqca-aaae5-a,314,180440
dysqk-jikor-uwiaa-aaaaa-cuarg-yaqca-acyta-q,1315,sd6mz-4qkor-uwiaa-aaaaa-c4chg-yaqca-aaaur-q,1315,181441
5nnkx-bqkor-uwiaa-aaaaa-cuarg-yaqca-acyem-q,379,seqna-makor-uwiaa-aaaaa-c4chg-yaqca-aaaf5-q,379,180505
5no4m-qqkor-uwiaa-aaaaa-cuarg-yaqca-acyua-a,1378,set33-5akor-uwiaa-aaaaa-c4chg-yaqca-aaavr-a,1378,181504
5rdqk-2ykor-uwiaa-aaaaa-cuarg-yaqca-acysj-a,1268,sfilv-rakor-uwiaa-aaaaa-c4chg-yaqca-aaat2-a,1268,181394
5ragr-lykor-uwiaa-aaaaa-cuarg-yaqca-acycf-q,237,sfl5o-aakor-uwiaa-aaaaa-c4chg-yaqca-aaadw-q,237,180363
l7ebz-yakor-uwiaa-aaaaa-cuarg-yaqca-acyjp-q,705,sg45s-yikor-uwiaa-aaaaa-c4chg-yaqca-aaala-q,705,180831
nhfvm-fqkor-uwiaa-aaaaa-cuarg-yaqca-acyl2-q,855,shhn4-uikor-uwiaa-aaaaa-c4chg-yaqca-aaanl-q,855,180981
la53y-3akor-uwiaa-aaaaa-cuarg-yaqca-acyx4-a,1626,siefn-kikor-uwiaa-aaaaa-c4chg-yaqca-aaazn-a,1626,181752
la6nd-kakor-uwiaa-aaaaa-cuarg-yaqca-acyhq-q,579,sihtw-3ikor-uwiaa-aaaaa-c4chg-yaqca-aaajb-q,579,180705
oqfuc-qqkor-uwiaa-aaaaa-cuarg-yaqca-acynz-q,981,sj4dy-xikor-uwiaa-aaaaa-c4chg-yaqca-aaapk-q,981,181107
ltqju-6ikor-uwiaa-aaaaa-cuarg-yaqca-acyv7-a,1504,skiv7-6akor-uwiaa-aaaaa-c4chg-yaqca-aaaxq-a,1504,181630
4fnal-iikor-uwiaa-aaaaa-cuarg-yaqca-acygl-q,505,sklde-pakor-uwiaa-aaaaa-c4chg-yaqca-aaah4-q,505,180631
5cnu5-oqkor-uwiaa-aaaaa-cuarg-yaqca-acyag-q,111,slqtk-dakor-uwiaa-aaaaa-c4chg-yaqca-aaabx-q,111,180237
5cocg-7qkor-uwiaa-aaaaa-cuarg-yaqca-acyqk-a,1142,sltfr-sakor-uwiaa-aaaaa-c4chg-yaqca-aaar3-a,1142,181268
vrp5t-jikor-uwiaa-aaaaa-cuarg-yaqca-acx7g-a,46,sm5ei-cqkor-uwiaa-aaaaa-c4chg-yaqca-aaaax-a,46,180172
jo7ep-hykor-uwiaa-aaaaa-cuarg-yaqca-acypk-q,1079,sm6st-tqkor-uwiaa-aaaaa-c4chg-yaqca-aaaq3-q,1079,181205
lu56w-7ykor-uwiaa-aaaaa-cuarg-yaqca-acyu7-q,1441,snfc5-7qkor-uwiaa-aaaaa-c4chg-yaqca-aaawq-q,1441,181567
bu47p-bykor-uwiaa-aaaaa-cuarg-yaqca-acyfl-a,440,sngug-oqkor-uwiaa-aaaaa-c4chg-yaqca-aaag4-a,440,180566
oxida-rakor-uwiaa-aaaaa-cuarg-yaqca-acymz-a,916,soru2-wykor-uwiaa-aaaaa-c4chg-yaqca-aaaok-a,916,181042
lhqm2-2qkor-uwiaa-aaaaa-cuarg-yaqca-acyw4-q,1563,spjsp-lykor-uwiaa-aaaaa-c4chg-yaqca-aaayn-q,1563,181689
lht2b-lqkor-uwiaa-aaaaa-cuarg-yaqca-acygq-a,514,spkeu-2ykor-uwiaa-aaaaa-c4chg-yaqca-aaaib-a,514,180640
ash3x-lakor-uwiaa-aaaaa-cuarg-yaqca-acyfn-a,444,sqqio-iykor-uwiaa-aaaaa-c4chg-yaqca-aaag6-a,444,180570
asenm-2akor-uwiaa-aaaaa-cuarg-yaqca-acyvb-q,1445,sqt6v-zykor-uwiaa-aaaaa-c4chg-yaqca-aaaws-q,1445,181571
jtjyh-bqkor-uwiaa-aaaaa-cuarg-yaqca-acypi-q,1075,srio3-vykor-uwiaa-aaaaa-c4chg-yaqca-aaaqz-q,1075,181201
vmzb3-pakor-uwiaa-aaaaa-cuarg-yaqca-acx7e-a,42,srlya-eykor-uwiaa-aaaaa-c4chg-yaqca-aaaav-a,42,180168
l2fgj-nykor-uwiaa-aaaaa-cuarg-yaqca-acygs-a,518,ss4y4-4qkor-uwiaa-aaaaa-c4chg-yaqca-aaaid-a,518,180644
l2gqs-4ykor-uwiaa-aaaaa-cuarg-yaqca-acyw6-q,1567,ss7oh-nqkor-uwiaa-aaaaa-c4chg-yaqca-aaayp-q,1567,181693
mhiwy-cykor-uwiaa-aaaaa-cuarg-yaqca-acymx-a,912,sthis-qqkor-uwiaa-aaaaa-c4chg-yaqca-aaaoi-a,912,181038
mafb2-dikor-uwiaa-aaaaa-cuarg-yaqca-acynx-q,977,suk7q-rakor-uwiaa-aaaaa-c4chg-yaqca-aaapi-q,977,181103
l5irl-mikor-uwiaa-aaaaa-cuarg-yaqca-acyhs-q,583,svrp6-5akor-uwiaa-aaaaa-c4chg-yaqca-aaajd-q,583,180709
l5lhq-5ikor-uwiaa-aaaaa-cuarg-yaqca-acyx6-a,1630,svszf-makor-uwiaa-aaaaa-c4chg-yaqca-aaazp-a,1630,181756
57y6o-zykor-uwiaa-aaaaa-cuarg-yaqca-acyqi-a,1138,swfzz-uikor-uwiaa-aaaaa-c4chg-yaqca-aaarz-a,1138,181264
573iv-iykor-uwiaa-aaaaa-cuarg-yaqca-acyae-q,107,swgpc-fikor-uwiaa-aaaaa-c4chg-yaqca-aaabv-q,107,180233
5dwet-cqkor-uwiaa-aaaaa-cuarg-yaqca-acygn-q,509,sx57m-jikor-uwiaa-aaaaa-c4chg-yaqca-aaah6-q,509,180635
5dvsi-tqkor-uwiaa-aaaaa-cuarg-yaqca-acywb-a,1508,sx6jx-yikor-uwiaa-aaaaa-c4chg-yaqca-aaaxs-a,1508,181634
4x3cj-bakor-uwiaa-aaaaa-cuarg-yaqca-acycd-q,233,sy5bg-gikor-uwiaa-aaaaa-c4chg-yaqca-aaadu-q,233,180359
7bdfs-jakor-uwiaa-aaaaa-cuarg-yaqca-acysh-a,1264,sy6x5-xikor-uwiaa-aaaaa-c4chg-yaqca-aaaty-a,1264,181390
5qyae-wykor-uwiaa-aaaaa-cuarg-yaqca-acyuc-a,1382,szfht-3ikor-uwiaa-aaaaa-c4chg-yaqca-aaavt-a,1382,181508
5q3w7-hykor-uwiaa-aaaaa-cuarg-yaqca-acyeo-q,383,szgri-kikor-uwiaa-aaaaa-c4chg-yaqca-aaaf7-q,383,180509
oyi5k-6akor-uwiaa-aaaaa-cuarg-yaqca-acyit-a,648,t24sa-vikor-uwiaa-aaaaa-c4chg-yaqca-aaake-a,648,180774
noq2r-wakor-uwiaa-aaaaa-cuarg-yaqca-acyyx-q,1681,t27e3-eikor-uwiaa-aaaaa-c4chg-yaqca-aaa2i-q,1681,181807
m3f26-iqkor-uwiaa-aaaaa-cuarg-yaqca-acyk6-a,798,t3hco-zikor-uwiaa-aaaaa-c4chg-yaqca-aaamp-a,798,180924
m4in4-jakor-uwiaa-aaaaa-cuarg-yaqca-acyl6-q,863,t4kvm-yykor-uwiaa-aaaaa-c4chg-yaqca-aaanp-q,863,180989
o7fki-7qkor-uwiaa-aaaaa-cuarg-yaqca-acyjt-q,713,t5rfc-uykor-uwiaa-aaaaa-c4chg-yaqca-aaale-q,713,180839
4koi2-wikor-uwiaa-aaaaa-cuarg-yaqca-acysn-a,1276,t6ftf-5qkor-uwiaa-aaaaa-c4chg-yaqca-aaat6-a,1276,181402
4kn6b-hikor-uwiaa-aaaaa-cuarg-yaqca-acycb-q,229,t6gf6-mqkor-uwiaa-aaaaa-c4chg-yaqca-aaads-q,229,180355
4wash-nakor-uwiaa-aaaaa-cuarg-yaqca-acyei-q,371,t75vq-aqkor-uwiaa-aaaaa-c4chg-yaqca-aaafz-q,371,180497
4wde4-4akor-uwiaa-aaaaa-cuarg-yaqca-acyue-a,1386,t76dl-rqkor-uwiaa-aaaaa-c4chg-yaqca-aaavv-a,1386,181512
pz6oq-vikor-uwiaa-aaaaa-cuarg-yaqca-acyjv-q,717,tahzk-sqkor-uwiaa-aaaaa-c4chg-yaqca-aaalg-q,717,180843
mb6ru-pikor-uwiaa-aaaaa-cuarg-yaqca-acyl4-q,859,tb4je-6qkor-uwiaa-aaaaa-c4chg-yaqca-aaann-q,859,180985
4lvyu-2ikor-uwiaa-aaaaa-cuarg-yaqca-acyug-a,1390,tci7d-xykor-uwiaa-aaaaa-c4chg-yaqca-aaavx-a,1390,181516
4lwop-likor-uwiaa-aaaaa-cuarg-yaqca-acyek-q,375,tcljy-gykor-uwiaa-aaaaa-c4chg-yaqca-aaaf3-q,375,180501
k2if5-kqkor-uwiaa-aaaaa-cuarg-yaqca-acyb7-q,225,tdqzw-kykor-uwiaa-aaaaa-c4chg-yaqca-aaadq-q,225,180351
5mvmc-4qkor-uwiaa-aaaaa-cuarg-yaqca-acysl-a,1272,tdtpn-3ykor-uwiaa-aaaaa-c4chg-yaqca-aaat4-a,1272,181398
k5fs7-lakor-uwiaa-aaaaa-cuarg-yaqca-acya7-a,160,te5ou-likor-uwiaa-aaaaa-c4chg-yaqca-aaacq-a,160,180286
a5etg-vakor-uwiaa-aaaaa-cuarg-yaqca-acyrl-q,1209,te6yp-2ikor-uwiaa-aaaaa-c4chg-yaqca-aaas4-q,1209,181335
c6jus-dqkor-uwiaa-aaaaa-cuarg-yaqca-acytg-q,1327,tffib-wikor-uwiaa-aaaaa-c4chg-yaqca-aaaux-q,1327,181453
c6kcj-sqkor-uwiaa-aaaaa-cuarg-yaqca-acydk-a,310,tfg62-hikor-uwiaa-aaaaa-c4chg-yaqca-aaae3-a,310,180436
mgtgw-oykor-uwiaa-aaaaa-cuarg-yaqca-acyk4-a,794,tgr6g-7akor-uwiaa-aaaaa-c4chg-yaqca-aaamn-a,794,180920
p6qpj-fykor-uwiaa-aaaaa-cuarg-yaqca-acyyz-q,1685,thjyt-cakor-uwiaa-aaaaa-c4chg-yaqca-aaa2k-q,1685,181811
p6tzs-uykor-uwiaa-aaaaa-cuarg-yaqca-acyiv-a,652,thkoi-takor-uwiaa-aaaaa-c4chg-yaqca-aaakg-a,652,180778
ok67i-xikor-uwiaa-aaaaa-cuarg-yaqca-acym3-a,920,tikqc-4akor-uwiaa-aaaaa-c4chg-yaqca-aaaom-a,920,181046
kbi6z-bikor-uwiaa-aaaaa-cuarg-yaqca-acygw-a,526,tjram-qakor-uwiaa-aaaaa-c4chg-yaqca-aaaih-a,526,180652
kblic-qikor-uwiaa-aaaaa-cuarg-yaqca-acyw2-q,1559,tjswx-bakor-uwiaa-aaaaa-c4chg-yaqca-aaayl-q,1559,181685
iieax-nakor-uwiaa-aaaaa-cuarg-yaqca-acypm-q,1083,tkfwl-zikor-uwiaa-aaaaa-c4chg-yaqca-aaaq5-q,1083,181209
uxuzl-dqkor-uwiaa-aaaaa-cuarg-yaqca-acx7a-a,34,tkgaq-iikor-uwiaa-aaaaa-c4chg-yaqca-aaaar-a,34,180160
bjkdh-hqkor-uwiaa-aaaaa-cuarg-yaqca-acyfj-a,436,tl5q6-eikor-uwiaa-aaaaa-c4chg-yaqca-aaag2-a,436,180562
bjjv4-wqkor-uwiaa-aaaaa-cuarg-yaqca-acyvf-q,1453,tl6gf-vikor-uwiaa-aaaaa-c4chg-yaqca-aaaww-q,1453,181579
4y34d-oakor-uwiaa-aaaaa-cuarg-yaqca-acygj-q,501,tmqh4-fykor-uwiaa-aaaaa-c4chg-yaqca-aaah2-q,501,180627
4yyky-7akor-uwiaa-aaaaa-cuarg-yaqca-acywf-a,1516,tmtrh-uykor-uwiaa-aaaaa-c4chg-yaqca-aaaxw-a,1516,181642
4evg6-vikor-uwiaa-aaaaa-cuarg-yaqca-acyqm-a,1146,tnibj-yykor-uwiaa-aaaaa-c4chg-yaqca-aaar5-a,1146,181272
4ewqf-eikor-uwiaa-aaaaa-cuarg-yaqca-acyaa-q,99,tnlxs-jykor-uwiaa-aaaaa-c4chg-yaqca-aaabr-q,99,180225
kgfj3-aykor-uwiaa-aaaaa-cuarg-yaqca-acyhw-q,591,to4xo-rqkor-uwiaa-aaaaa-c4chg-yaqca-aaajh-q,591,180717
kgg7a-rykor-uwiaa-aaaaa-cuarg-yaqca-acyx2-a,1622,to7bv-aqkor-uwiaa-aaaaa-c4chg-yaqca-aaazl-a,1622,181748
ontik-wykor-uwiaa-aaaaa-cuarg-yaqca-acyn3-q,985,tphha-5qkor-uwiaa-aaaaa-c4chg-yaqca-aaapm-q,985,181111
4zamn-cakor-uwiaa-aaaaa-cuarg-yaqca-acyac-q,103,tq5l2-pqkor-uwiaa-aaaaa-c4chg-yaqca-aaabt-q,103,180229
4zd2w-takor-uwiaa-aaaaa-cuarg-yaqca-acyqo-a,1150,tq65b-6qkor-uwiaa-aaaaa-c4chg-yaqca-aaar7-a,1150,181276
56doa-vykor-uwiaa-aaaaa-cuarg-yaqca-acywd-a,1512,trfnp-sqkor-uwiaa-aaaaa-c4chg-yaqca-aaaxu-a,1512,181638
6i3j3-5ykor-uwiaa-aaaaa-cuarg-yaqca-acygh-q,497,trg3u-dqkor-uwiaa-aaaaa-c4chg-yaqca-aaahy-q,497,180623
plims-4akor-uwiaa-aaaaa-cuarg-yaqca-acyn5-q,989,tsr3i-3ykor-uwiaa-aaaaa-c4chg-yaqca-aaapo-q,989,181115
k3qdi-xqkor-uwiaa-aaaaa-cuarg-yaqca-acyxy-a,1618,ttj55-gykor-uwiaa-aaaaa-c4chg-yaqca-aaazj-a,1618,181744
k3tvt-gqkor-uwiaa-aaaaa-cuarg-yaqca-acyhu-q,587,ttklg-xykor-uwiaa-aaaaa-c4chg-yaqca-aaajf-q,587,180713
k45uk-wakor-uwiaa-aaaaa-cuarg-yaqca-acywy-q,1555,tuek7-hikor-uwiaa-aaaaa-c4chg-yaqca-aaayj-q,1555,181681
k46cr-hakor-uwiaa-aaaaa-cuarg-yaqca-acygu-a,522,tuh4e-wikor-uwiaa-aaaaa-c4chg-yaqca-aaaif-a,522,180648
pmf3q-5qkor-uwiaa-aaaaa-cuarg-yaqca-acym5-a,924,tv4mk-2ikor-uwiaa-aaaaa-c4chg-yaqca-aaaoo-a,924,181050
apsre-4ikor-uwiaa-aaaaa-cuarg-yaqca-acyvd-q,1449,twi2n-takor-uwiaa-aaaaa-c4chg-yaqca-aaawu-q,1449,181575
dzkw7-uikor-uwiaa-aaaaa-cuarg-yaqca-acyfh-a,432,twlmw-cakor-uwiaa-aaaaa-c4chg-yaqca-aaagy-a,432,180558
ukcfd-fykor-uwiaa-aaaaa-cuarg-yaqca-acx7c-a,38,txq4y-oakor-uwiaa-aaaaa-c4chg-yaqca-aaaat-a,38,180164
ivs47-likor-uwiaa-aaaaa-cuarg-yaqca-acypo-q,1087,txtkd-7akor-uwiaa-aaaaa-c4chg-yaqca-aaaq7-q,1087,181213
cd46b-uykor-uwiaa-aaaaa-cuarg-yaqca-acydi-a,306,tyqcs-bakor-uwiaa-aaaaa-c4chg-yaqca-aaaez-a,306,180432
cd7i2-fykor-uwiaa-aaaaa-cuarg-yaqca-acyte-q,1323,tytuj-qakor-uwiaa-aaaaa-c4chg-yaqca-aaauv-q,1323,181449
b37x6-7ykor-uwiaa-aaaaa-cuarg-yaqca-acyrn-q,1213,tzieh-4akor-uwiaa-aaaaa-c4chg-yaqca-aaas6-q,1213,181339
b34bf-oykor-uwiaa-aaaaa-cuarg-yaqca-acybb-a,164,tzls4-nakor-uwiaa-aaaaa-c4chg-yaqca-aaacs-a,164,180290
bdl25-5ikor-uwiaa-aaaaa-cuarg-yaqca-acyo6-q,1055,u2eic-nakor-uwiaa-aaaaa-c4chg-yaqca-aaaqp-q,1055,181181
543db-tykor-uwiaa-aaaaa-cuarg-yaqca-acx6s-a,6,u2h6z-4akor-uwiaa-aaaaa-c4chg-yaqca-aaaad-a,6,180132
kptq5-cikor-uwiaa-aaaaa-cuarg-yaqca-acyex-a,400,u34ox-qakor-uwiaa-aaaaa-c4chg-yaqca-aaagi-a,400,180526
jzlxg-kikor-uwiaa-aaaaa-cuarg-yaqca-acyut-q,1417,u37ym-bakor-uwiaa-aaaaa-c4chg-yaqca-aaawe-q,1417,181543
ki6h7-dykor-uwiaa-aaaaa-cuarg-yaqca-acyfx-q,465,u4rzv-rqkor-uwiaa-aaaaa-c4chg-yaqca-aaahi-q,465,180591
j6gae-lykor-uwiaa-aaaaa-cuarg-yaqca-acyvt-a,1480,u4spo-aqkor-uwiaa-aaaaa-c4chg-yaqca-aaaxe-a,1480,181606
begn7-4ykor-uwiaa-aaaaa-cuarg-yaqca-acyp6-a,1118,u5j7a-mqkor-uwiaa-aaaaa-c4chg-yaqca-aaarp-a,1118,181244
53wud-sikor-uwiaa-aaaaa-cuarg-yaqca-acx7s-q,71,u5kj3-5qkor-uwiaa-aaaaa-c4chg-yaqca-aaabd-q,71,180197
3xaoq-iikor-uwiaa-aaaaa-cuarg-yaqca-acyie-q,619,u65jh-fykor-uwiaa-aaaaa-c4chg-yaqca-aaajv-q,619,180745
3xdyl-zikor-uwiaa-aaaaa-cuarg-yaqca-acyyi-a,1650,u6674-uykor-uwiaa-aaaaa-c4chg-yaqca-aaazz-a,1650,181776
3lncw-cakor-uwiaa-aaaaa-cuarg-yaqca-acyon-q,1021,u7gzj-jykor-uwiaa-aaaaa-c4chg-yaqca-aaap6-q,1021,181147
5gail-uakor-uwiaa-aaaaa-cuarg-yaqca-acx7q-q,67,ua4vt-3ykor-uwiaa-aaaaa-c4chg-yaqca-aaabb-q,67,180193
bzqrx-2qkor-uwiaa-aaaaa-cuarg-yaqca-acyp4-a,1114,ua7di-kykor-uwiaa-aaaaa-c4chg-yaqca-aaarn-a,1114,181240
iy5e4-bakor-uwiaa-aaaaa-cuarg-yaqca-acyvv-a,1484,ubetg-gykor-uwiaa-aaaaa-c4chg-yaqca-aaaxg-a,1484,181610
iy6sh-qakor-uwiaa-aaaaa-cuarg-yaqca-acyfz-q,469,ubhf5-xykor-uwiaa-aaaaa-c4chg-yaqca-aaahk-q,469,180595
2nwgo-iykor-uwiaa-aaaaa-cuarg-yaqca-acyol-q,1017,ucqfb-pqkor-uwiaa-aaaaa-c4chg-yaqca-aaap4-q,1017,181143
3kved-7akor-uwiaa-aaaaa-cuarg-yaqca-acyyk-a,1654,udidu-sqkor-uwiaa-aaaaa-c4chg-yaqca-aaaz3-a,1654,181780
3kwsy-oakor-uwiaa-aaaaa-cuarg-yaqca-acyig-q,623,udlvp-dqkor-uwiaa-aaaaa-c4chg-yaqca-aaajx-q,623,180749
dxsoa-gikor-uwiaa-aaaaa-cuarg-yaqca-acyxk-q,1591,uefuw-takor-uwiaa-aaaaa-c4chg-yaqca-aaay3-q,1591,181717
dxry3-xikor-uwiaa-aaaaa-cuarg-yaqca-acyhg-a,558,uegcn-cakor-uwiaa-aaaaa-c4chg-yaqca-aaaix-a,558,180684
h4hzk-bikor-uwiaa-aaaaa-cuarg-yaqca-acynl-a,952,uf5sd-oakor-uwiaa-aaaaa-c4chg-yaqca-aaao4-a,952,181078
i7qt6-aqkor-uwiaa-aaaaa-cuarg-yaqca-acyuv-q,1421,ugjee-hikor-uwiaa-aaaaa-c4chg-yaqca-aaawg-q,1421,181547
i7tff-rqkor-uwiaa-aaaaa-cuarg-yaqca-acyez-a,404,ugks7-wikor-uwiaa-aaaaa-c4chg-yaqca-aaagk-a,404,180530
5bn7j-vqkor-uwiaa-aaaaa-cuarg-yaqca-acx6q-a,2,uhrcr-2ikor-uwiaa-aaaaa-c4chg-yaqca-aaaab-a,2,180128
b65gv-3akor-uwiaa-aaaaa-cuarg-yaqca-acyo4-q,1051,uhsuk-likor-uwiaa-aaaaa-c4chg-yaqca-aaaqn-q,1051,181177
litel-eqkor-uwiaa-aaaaa-cuarg-yaqca-acyc2-a,278,uir43-vikor-uwiaa-aaaaa-c4chg-yaqca-aaael-a,278,180404
liqsq-vqkor-uwiaa-aaaaa-cuarg-yaqca-acysw-q,1295,uiska-eikor-uwiaa-aaaaa-c4chg-yaqca-aaauh-q,1295,181421
jl5ve-dakor-uwiaa-aaaaa-cuarg-yaqca-acyq3-q,1177,ujj2o-iikor-uwiaa-aaaaa-c4chg-yaqca-aaasm-q,1177,181303
nqsq6-zakor-uwiaa-aaaaa-cuarg-yaqca-acyap-a,128,ujkmv-zikor-uwiaa-aaaaa-c4chg-yaqca-aaaca-a,128,180254
gik7q-cykor-uwiaa-aaaaa-cuarg-yaqca-acyjf-a,684,uk5mj-bakor-uwiaa-aaaaa-c4chg-yaqca-aaakw-a,684,180810
gijjl-tykor-uwiaa-aaaaa-cuarg-yaqca-acyzj-q,1717,uk62s-qakor-uwiaa-aaaaa-c4chg-yaqca-aaa22-q,1717,181843
fqkau-yykor-uwiaa-aaaaa-cuarg-yaqca-acylm-a,826,ulg4h-nakor-uwiaa-aaaaa-c4chg-yaqca-aaam5-a,826,180952
3fwms-bakor-uwiaa-aaaaa-cuarg-yaqca-acymm-q,891,umllf-mqkor-uwiaa-aaaaa-c4chg-yaqca-aaan5-q,891,181017
3z3au-likor-uwiaa-aaaaa-cuarg-yaqca-acykf-q,749,unq3l-aqkor-uwiaa-aaaaa-c4chg-yaqca-aaalw-q,749,180875
jmqcg-cqkor-uwiaa-aaaaa-cuarg-yaqca-acyr3-a,1240,uoenm-jykor-uwiaa-aaaaa-c4chg-yaqca-aaatm-a,1240,181366
nx7h4-yqkor-uwiaa-aaaaa-cuarg-yaqca-acybp-q,193,uoh3x-yykor-uwiaa-aaaaa-c4chg-yaqca-aaada-q,193,180319
lp6tj-fakor-uwiaa-aaaaa-cuarg-yaqca-acyd2-q,343,up4lz-uykor-uwiaa-aaaaa-c4chg-yaqca-aaafl-q,343,180469
lp5fs-uakor-uwiaa-aaaaa-cuarg-yaqca-acytw-a,1358,up75c-fykor-uwiaa-aaaaa-c4chg-yaqca-aaavh-a,1358,181484
27aem-bqkor-uwiaa-aaaaa-cuarg-yaqca-acykd-q,745,uqghd-gykor-uwiaa-aaaaa-c4chg-yaqca-aaalu-q,745,180871
3yaq2-hikor-uwiaa-aaaaa-cuarg-yaqca-acymo-q,895,ur5xn-kykor-uwiaa-aaaaa-c4chg-yaqca-aaan7-q,895,181021
lslz2-sikor-uwiaa-aaaaa-cuarg-yaqca-acytu-a,1354,usjbk-dqkor-uwiaa-aaaaa-c4chg-yaqca-aaavf-a,1354,181480
lsipb-dikor-uwiaa-aaaaa-cuarg-yaqca-acydy-q,339,uskxr-sqkor-uwiaa-aaaaa-c4chg-yaqca-aaafj-q,339,180465
ikiqf-zikor-uwiaa-aaaaa-cuarg-yaqca-acybr-q,197,utrh7-6qkor-uwiaa-aaaaa-c4chg-yaqca-aaadc-q,197,180323
iklg6-iikor-uwiaa-aaaaa-cuarg-yaqca-acyr5-a,1244,utsre-pqkor-uwiaa-aaaaa-c4chg-yaqca-aaato-a,1244,181370
infhh-yykor-uwiaa-aaaaa-cuarg-yaqca-acyar-a,132,uu4q5-7akor-uwiaa-aaaaa-c4chg-yaqca-aaacc-a,132,180258
ingr4-jykor-uwiaa-aaaaa-cuarg-yaqca-acyq5-q,1181,uu7gg-oakor-uwiaa-aaaaa-c4chg-yaqca-aaaso-q,1181,181307
lvgoy-tykor-uwiaa-aaaaa-cuarg-yaqca-acysu-q,1291,uvewi-cakor-uwiaa-aaaaa-c4chg-yaqca-aaauf-q,1291,181417
lvfyd-cykor-uwiaa-aaaaa-cuarg-yaqca-acycy-a,274,uvhat-takor-uwiaa-aaaaa-c4chg-yaqca-aaaej-a,274,180400
fn444-6qkor-uwiaa-aaaaa-cuarg-yaqca-acylo-a,830,uwqap-likor-uwiaa-aaaaa-c4chg-yaqca-aaam7-a,830,180956
eyj4t-aakor-uwiaa-aaaaa-cuarg-yaqca-acyzh-q,1713,uxig2-wikor-uwiaa-aaaaa-c4chg-yaqca-aaa2y-q,1713,181839
hor3i-iakor-uwiaa-aaaaa-cuarg-yaqca-acyjd-a,680,uxlqb-hikor-uwiaa-aaaaa-c4chg-yaqca-aaaku-a,680,180806
g245s-lqkor-uwiaa-aaaaa-cuarg-yaqca-acynn-a,956,uylol-iikor-uwiaa-aaaaa-c4chg-yaqca-aaao6-a,956,181082
dkhet-rakor-uwiaa-aaaaa-cuarg-yaqca-acyhe-a,554,uzq6f-eikor-uwiaa-aaaaa-c4chg-yaqca-aaaiv-a,554,180680
dkesi-aakor-uwiaa-aaaaa-cuarg-yaqca-acyxi-q,1587,uzti6-vikor-uwiaa-aaaaa-c4chg-yaqca-aaayz-q,1587,181713
jdq4m-nqkor-uwiaa-aaaaa-cuarg-yaqca-acyvr-a,1476,v2jlw-kikor-uwiaa-aaaaa-c4chg-yaqca-aaaxc-a,1476,181602
jdtkx-4qkor-uwiaa-aaaaa-cuarg-yaqca-acyf5-q,477,v2k5n-3ikor-uwiaa-aaaaa-c4chg-yaqca-aaaho-q,477,180603
